text,Topic,Subtopic
"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?",Funds,Funds Pending Issues
What would I be charged in receiving a SEPA transfer?,Funds,Funds Fees
Why are there fees for using a card?,Funds,Funds Fees
Is my card payment reverted?,Card,Card Issues
How can my new card be renewed?,Card,Card Activation
Are you able to make exchanges to EUR?,Funds,Funds Exchange
hello ive been locked outa my account i have reset my password an it still wouldnt work,Account,Reset Account Password
Where can I find the verification code for the card top-up?,Funds,Top Up Info
Is exchanging currencies a feature of the app?,Funds,Funds Transfer
Why did the app deny my top-up?,Funds,Top Up Issues
I withdrew some cash and the exchange rate seems to be wrong.,Funds,Funds Exchange Issues
Don't need it,Other,Small Talk
Do you have any top-up limits?,Funds,Top Up Info
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",Other,App Info
What other currencies can I hang onto?,Funds,Funds Exchange Info
What are the reasons that my mortgage payment won't go through? I'm getting an error and don't know how to correct to get this transfer to go through.,Funds,Funds Transfer Issues
I think I got that. Another question - How much can I increase my limit to?,Card,Card Info
What may be the reason that my transfer did not go through?,Funds,Funds Transfer Issues
"For the identity check, what kind of documents do I need to have?",Account,Identity Verification
What is the first step that I should take after my card has been stolen?,Other,Scam
I looked on the app and it says I withdrew cash. I didn't!,Funds,Funds Wrong Debit
"Yes, it is a cheque",Other,Unsupported Talk
Is there a fee that comes with transfers?,Funds,Funds Fees
Is there a charge for exchanging foreign currencies?,Funds,Funds Exchange Info
How come my cash withdrawal came with an unnecessary fee?!,Funds,Withdraw Issues
may i get all of the food transactions that were made last month,Funds,Funds Transaction History
Why has my payment not transferred?,Funds,Funds Transfer Issues
Could you please help me? I made my rent payment and have double checked that I sent it to the right account. The person receiving it says he has not received it but it shows complete on my side.,Funds,Funds Transfer Issues
I need assistance addressing a direct debit that I did not do myself.,Funds,Funds Wrong Debit
How can I change my password?,Account,Reset Account Password
How do I use American express to top up my account?,Funds,Top Up Info
I believe my card payment has reverted,Card,Card Issues
Why is my card being declined at the ATM? I have tried multiple ATMs and i keep running into the same problem. Could you verify that everything is okay with my account?,Card,ATM Card Issues
"How long should a transfer normally take to process completely? I have a friend that needs it right away, but it's already been 2 hours and she hasn't received it.",Funds,Funds Pending Issues
there has been fraudulent activity on my card and i need to report it,Other,Scam
How does my top-up got cancelled?,Funds,Top Up Issues
do you know why my account appears to be blocked,Account,Account Info
Can you help me? I have a duplicate transaction on my account and I don't understand why.,Other,App Info
"On a card top-up, where can I verify?",Funds,Top Up Info
I need to stop a transaction that I made.,Funds,Funds Transfer Cancel
Do you have any fees if I want to add money using an international card.,Card,Card Activation
"I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like something is wrong,I don't want to be charged for Transaction i did not make.",Funds,Withdraw Issues
I think my card payment has been refunded,Account,Account Close
Can it specifically be delivered on a certain date?,Card,Card Delivery
What is the process to change my PIN?,Account,Reset PIN
Who can I speak with regarding a lost card?,Card,Card Issues
Is there an issue with my card payment as it has not gone through.,Funds,Funds Transfer Issues
"My phone is lost I don't want someone to use my account, what can I do?",Account,Account Suspend
What are the acceptable currencies for adding funds?,Funds,Top Up Info
How can I add money automatically?,Funds,Automatic Top Up
What is the verification code for my top up card?,Funds,Top Up Info
Why are my payments not working and show pending?,Funds,Funds Pending Issues
Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one.,Card,Card Order
put a hold on my bank account please,Account,Account Suspend
Please explain why my top-up hasn't been processed yet?,Funds,Top Up Info
There are transactions that I don't recognize. What do I do if I think someone is using my card?,Other,Scam
How can I close my account?,Account,Account Close
The app is showing a payment I never made.,Funds,Funds Wrong Debit
I need to figure out who has access to my card there are some payments I didn't make that are showing on the app. Could you please help?,Funds,Funds Wrong Debit
Is there a way to find an ATM around me?,Other,Find ATM
I could only take the amount of money that was available to me which was less then I expected.,Other,Unsupported Talk
"Help, my phone was stolen, please advise!",Account,Account Suspend
There's a duplicate charge on my account?,Funds,Funds Transfer Issues
send over a hundred dollars from huntington into saving,Funds,Funds Transfer
"I made a transfer and according to the receiver ""they haven't received the right amount"" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done ?",Funds,Funds Transfer Issues
I accidentally exceeded my PIN tries. Please advise.,Account,Account Issues
Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received.,Other,ATM Issues
Is there a fee for topping up a card?,Funds,Funds Fees
send 100 dollars from checking to savings,Funds,Funds Transfer
How old do kids have to be to open an account?,Card,Reset PIN
I used this account a lot during the last month to manage my payments for my new place abroad. Seems that suddenly fees have increased? Shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?!,Funds,Funds Fees
How long does it take for a transfer to show up in my account?,Funds,Funds Transfer
tell me how I can order my card.,Card,Card Order
Can I top off with a debit card?,Card,Card Info
if im not using my account should i close it or just let it sit,Account,Account Close
"I live in America, but I would like a card.",Account,Account Suspend
I placed my order a week ago. Is it ok that my card isn't here yet?,Card,Card Order
Why hasn't my payment shown up yet?,Funds,Funds Pending Issues
I don't see any change in my balance.,Funds,Funds Transfer Issues
What to do if my card has been used without my permission?,Other,Scam
It appears my top-up has not gone through.,Funds,Top Up Issues
"I just got a new card, and I want to know how to activate.",Card,Card Activation
i am not sure if i should ask for a new loan,Other,Small Talk
Why was I unable to complete my transfer?,Funds,Funds Transfer Issues
i need to expedite my card,Card,Card Order
"I don't know how to transfer money, I have never done it before. Can you help me?",Funds,Funds Transfer
I cannot try my PIN anymore.,Account,Account Restore
"I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already?",Funds,Funds Pending Issues
I forgot my passcode. Now what?,Account,Reset Account Password
I would like to know what your exchange rates are.,Funds,Funds Exchange Info
I recently bought something abroad but the exchange rate is incorrect. Why?,Funds,Funds Exchange Issues
"My phone was stolen, what can I do?",Other,Unsupported Talk
Can you tell me how to get AUD not GBP?,Funds,Funds Exchange Info
